,FORMULA,PROPERTY: Processing method,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: Microstructure,PROPERTY: HV,PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),Others: DOI,Others: Reference,target_nor
317,Co1 Cr0.556 Fe0.667 Ni0.667,WROUGHT,T,25.0,,8.3,FCC,,299.0,841.0,,222.0,76.1,,10.1080/21663831.2018.1553803,,0.12078807147098865
648,Hf1 Nb1 Ta1 Ti1 Zr1,,,1000.0,9.9,9.893530612,BCC,,295.0,,,106.9115089,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.1191721775382664
410,Co1 Fe1 Ni1,WROUGHT,T,25.0,,8.5,FCC,,201.0,430.0,,207.0,47.0,,10.1016/j.intermet.2019.106477,,0.08119867011929337
779,Mo1 Nb1 Ti1 V0.25 Zr1,CAST,C,25.0,7.255,7.256075719,BCC,,1780.0,,,142.2153355,30.1,19.3,,Prof.Yeh-RHEA,0.7190728000614041
358,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,1269.23,1366.0,,220.0,3.15,,10.1007/s11661-019-05231-y,,0.5127352640572673
258,Al1 Cu1 Ni1 Ti1,,C,25.0,5.745,5.739310967,FCC,537.0,300.0,,108.0,121.62318,0.85,,,Prof.Yeh-3dtransitional,0.12119204495416921
627,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,,,1000.0,9.95,9.938913534,BCC,,814.0,,,137.0328224,30.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.3288344153089791
632,Hf1 Mo1 Nb1 Ti1 Zr1,,,800.0,8.7,8.685086263,BCC,,825.0,,,127.9212828,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.33327812362396536
282,Co0.25 Cr0.25 Fe1 Mn1,CAST,T,25.0,,7.7,FCC,,393.0,634.0,,212.0,26.5,,10.1016/j.msea.2019.138039,,0.15876157888996167
376,Co1 Cr1 Fe1 Mo0.15 Ni1,WROUGHT,T,25.0,,8.3,,,1273.0,1458.0,,,,5.5,10.1016/j.msea.2019.05.078,,0.514258244088858
384,Co1 Cr1 Fe1 Ni1,WROUGHT,T,25.0,,8.2,FCC,,273.0,567.0,210.0,226.0,61.6,,10.1016/j.actamat.2019.04.017,,0.11028476090829399
224,Al1 Co1 Cr1 Fe1 Ni1,,C,25.0,6.715,6.717648579,BCC,,1050.0,,,184.2786056,22.0,,,Prof.Yeh-3dtransitional,0.42417215733959224
825,Nb1 Ti1 Zr1,CAST,C,25.0,,6.5,BCC,372.0,1223.0,,,94.0,,,10.1007/s12598-019-01310-6,,0.49405956992982986
710,Mo1 Nb1 Ta1 Ti1 V1 W1,CAST,C,1200.0,10.91,11.0,BCC,,659.0,,,209.0,,,10.1016/j.actamat.2019.06.032,,0.2662185254159917
472,Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.1,FCC,,372.0,542.0,182.0,203.0,26.0,,10.1016/j.actamat.2019.04.017,,0.15027813574316984
347,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,-196.0,,8.0,FCC,,1692.0,,,,,,10.1016/j.msea.2018.10.094,,0.6835231335415144
505,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,C,-269.0,,8.4,BCC,,2210.0,,,100.0,,,10.1016/j.msea.2017.10.073,,0.8927813978290465
639,Hf1 Mo1 Ta1 Ti1 Zr1,,,1200.0,10.21,10.19147746,BCC,,404.0,,,142.9802846,30.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.16320528720494787
856,Nb1 Ti1 V1 Zr1,,,800.0,6.3,6.458317279,BCC,,187.0,,,100.1988131,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.07554304135476547
843,Mo1.3 Nb1 Ti1 V0.3,,C,25.0,7.4,7.764873617,BCC,,1603.0,,,185.3623894,20.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.6475694935384442
784,Mo1 Nb1 Ti1 V1.0 Zr1,,C,25.0,7.1,7.123122391,BCC,,1786.0,3828.0,,140.5476593,26.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.7214966409604874
619,Hf1 Mo0.5 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,9.96,9.917872809,BCC,,1320.0,,102.0,123.0677835,50.0,50.0,,Prof.Yeh-RHEA,0.5332449977983446
742,Mo1 Nb1 Ti1 V1,CAST,C,25.0,,7.3,BCC,441.0,1200.0,2050.0,,167.0,26.0,,10.3390/e16020870,,0.48476817981667686
645,Hf1 Nb1 Ta1 Ti1 Zr1,,,25.0,9.9,9.893530612,BCC,,929.0,,,106.9115089,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.375291365874744
735,Mo1 Nb1 Ta1 W1,CAST,C,1400.0,,13.7,BCC,,421.0,,,250.0,40.0,,10.1016/j.intermet.2011.01.004,,0.17007283641901746
556,Hf1 Mo1 Nb1 Ta1 Zr1,CAST,C,800.0,,10.9,BCC,,1005.0,,,141.0,,,10.3390/e21010015,,0.40599335059646685
829,Nb1 Ta1 Ti1 V1,CAST,C,25.0,9.175,9.169851378,BCC,,1090.0,,106.0,134.2138287,50.0,50.0,,Prof.Yeh-RHEA,0.4403310966668148
577,Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,25.0,,10.2,BCC,542.0,1600.0,1743.0,,143.0,,,10.1016/j.intermet.2015.03.013,,0.6463575730889025
85,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,CAST,C,1000.0,,7.6,FCC,,150.0,,,,7.6,,10.1007/s11661-005-0218-9,,0.06059602247708461
242,Al1 Cr0.5 Nb1 Ti1 V1,ANNEAL,C,25.0,5.6,5.637471918,BCC,,1300.0,1430.0,124.0,118.5332335,1.0,1.0,,Prof.Yeh-RHEA,0.5251655281347333
698,Mo1 Nb1 Ta1 Ti1,ANNEAL,C,400.0,,10.0,BCC,,685.0,,,179.0,,,10.1016/j.actamat.2019.06.006,,0.2767218359786864
159,Al1 Cr1 Mo1 Nb1 Ti1,CAST,C,400.0,,6.6,BCC,,1080.0,1100.0,,170.0,2.0,,10.1016/j.jallcom.2015.11.050,,0.43629136183500916
524,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,C,25.0,,8.4,BCC,,890.0,,,100.0,,,10.1016/j.msea.2017.10.073,,0.35953640003070203
35,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,ANNEAL,T,900.0,,7.4,FCC,,219.0,312.0,,,18.0,,10.3390/e21020169,,0.08847019281654353
540,Hf1 Mo1 Nb1 Ta1 Ti1,CAST,C,1000.0,,10.8,BCC,,778.0,,,155.0,,,10.3390/e21010015,,0.3142913699144788
170,Al1 Cr1 Mo1 Ti1,ANNEAL,C,1200.0,5.98,6.0,BCC,,100.0,,,189.0,,,10.1016/j.actamat.2019.06.032,,0.04039734831805641
654,Hf1 Nb1 Ta1 Zr1,,C,25.0,11.1,11.06162515,BCC,365.0,1315.0,,,104.9436304,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5312251303824417
744,Mo1 Nb1 Ti1 V1 Zr1,CAST,C,25.0,,7.1,BCC,,1786.0,3828.0,,,,,10.1007/s11837-012-0366-5,,0.7214966409604874
736,Mo1 Nb1 Ta1 W1,CAST,C,1600.0,,13.7,BCC,,405.0,,,250.0,,,10.1016/j.intermet.2011.01.004,,0.16360926068812845
818,Nb1 Ta1 Ti1 W1,ANNEAL,C,1000.0,,12.1,BCC,,459.0,,,198.0,,,10.1016/j.actamat.2019.06.006,,0.1854238287798789
95,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,,,300.0,7.6,7.621679625,FCC,,411.0,,,188.9516251,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.16603310158721182
563,Hf1 Mo1 Nb1 Ti1 Zr1,CAST,C,1200.0,,8.7,BCC,,301.0,,,128.0,50.0,,10.3390/e21010015,,0.12159601843734978
240,Al1 Co1 Fe1 Ni1,,C,25.0,6.6,6.604716099,BCC,456.0,964.0,,,161.7140033,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.38943043778606373
574,Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,800.0,,10.2,BCC,,1045.0,,,143.0,19.0,,10.3390/e21010015,,0.4221522899236894
690,Mo1 Nb1 Ta1 Ti0.25 W1,CAST,C,25.0,,13.1,BCC,478.3,1109.0,1197.0,,242.0,,,10.1016/j.msea.2017.12.004,,0.44800659284724553
460,Cr1 Mo1 Nb1 Ti1,ANNEAL,C,200.0,,7.6,BCC,,1268.0,,,196.0,,,10.1016/j.actamat.2019.06.006,,0.5122383766729552
553,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,CAST,C,1000.0,9.93,9.9,BCC,,814.0,,,137.0,,,10.1016/j.actamat.2019.06.032,,0.3288344153089791
761,Mo1 Nb1 Ta1 V1 W1,,,1000.0,12.4,12.37616704,BCC,,842.0,,,229.2405322,19.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.34014567283803493
206,Al2 Co1 Cr1 Cu1 Fe1 Ni1,,,1000.0,6.3,6.271288576,BCC,,116.0,,,156.3263851,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.04686092404894543
392,Co1 Cr1 Fe1 Ni1,WROUGHT,T,-269.0,,8.2,FCC,,680.0,1251.0,221.0,226.0,,,10.1007/s40843-018-9373-y,,0.27470196856278356
397,Co1 Cr1 Mn1 Ni1,WROUGHT,T,25.0,,8.1,FCC,,282.0,694.0,,222.0,44.0,,10.1016/j.actamat.2014.08.026,,0.11392052225691907
737,Mo1 Nb1 Ta1 W1,POWDER,C,25.0,,13.7,BCC,504.5,1217.0,,,250.0,7.5,3.8,10.1007/s10853-019-03567-9,,0.4916357290307464
217,Al1 Co1 Cr1 Fe1 Ni1,,C,25.0,6.7,6.717648579,BCC,,1051.0,,,184.2786056,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.42457613082277285
4,Al0.15 Cr0.5 Cu0.25 Fe0.5 Ni1,WROUGHT,T,25.0,,7.8,FCC,107.0,62.0,169.0,16.6,200.0,98.0,,10.1016/j.matchar.2019.109792,,0.025046355957194972
642,Hf1 Nb0.5 O0.05 Ta0.5 Ti1 Zr1,CAST,C,25.0,9.29,9.141264456,BCC,,955.0,,,,50.0,50.0,,Prof.Yeh-RHEA,0.38579467643743864
778,Mo1 Nb1 Ti1 V0.25 Zr1,,C,25.0,7.3,7.256075719,BCC,,1776.0,3893.0,,142.2153355,30.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.7174569061286817
612,Hf1 Nb1 Ti1 Zr1,CAST,C,25.0,,8.4,BCC,351.0,1000.0,,,89.0,52.0,,10.1007/s12598-019-01310-6,,0.40397348318056403
546,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,CAST,C,1200.0,,9.9,BCC,,556.0,,,137.0,30.0,,10.3390/e21010015,,0.22460925664839362
725,Mo1 Nb1 Ta1 V1 W1,CAST,C,1000.0,,12.4,BCC,,842.0,,,229.0,7.5,,10.1016/j.intermet.2011.01.004,,0.34014567283803493
683,Mo1 Nb0.588 Ti0.588 V0.588 Zr0.588,ANNEAL,C,25.0,,7.5,BCC,,1645.0,,,161.0,,15.0,10.1016/j.matdes.2015.06.072,,0.6645363798320278
98,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,,,900.0,7.6,7.621679625,FCC,,230.0,,,188.9516251,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.09291390113152974
727,Mo1 Nb1 Ta1 V1 W1,CAST,C,1400.0,,12.4,BCC,,656.0,,,229.0,40.0,,10.1016/j.intermet.2011.01.004,,0.26500660496645
573,Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,25.0,,10.2,BCC,,1600.0,,,143.0,4.0,,10.3390/e21010015,,0.6463575730889025
406,Co1 Fe1 Ni1,CAST,C,25.0,,8.5,FCC,125.0,204.0,,,207.0,,,10.1016/j.jmmm.2014.07.023,,0.08241059056883507
502,Hf0.5 Nb0.5 Ta0.5 Ti1.5 Zr1,CAST,T,25.0,8.13,8.186719184,BCC,,903.0,,,103.2079302,18.8,,,Prof.Yeh-RHEA,0.36478805531204933
47,Al0.304 Co1 Cr1 Fe1 Ni1,WROUGHT,T,25.0,,7.6,FCC,,263.0,589.0,,,45.0,,10.1016/j.matdes.2017.02.072,,0.10624502607648835
32,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,ANNEAL,T,600.0,,7.4,FCC,,470.0,561.0,,,,,10.3390/e21020169,,0.1898675370948651
200,Al1 Nb1 Ti1 V1,ANNEAL,C,800.0,,5.5,BCC,,560.0,700.0,,104.0,,,10.1016/j.jallcom.2015.08.224,,0.22622515058111586
134,Al1 Co0.5 Cr1 Fe1 Ni1,,C,25.0,,6.5,,,1349.0,,,,20.0,,10.1016/j.jallcom.2018.07.346,,0.5449602288105809
27,Al0.25 Mo1 Nb1 Ti1 V1,CAST,C,25.0,7.1,7.065041148,BCC,460.0,1250.0,,164.0,160.7240221,13.0,12.0,,Prof.Yeh-RHEA,0.5049668539757051
767,Mo1 Nb1 Ta1 W1,,,25.0,13.8,13.65986331,BCC,,1058.0,,,250.0231927,3.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.4274039452050368
230,Al1 Co1 Cr1 Fe1 Ni1 Si0.2,,C,25.0,6.5,6.45294893,BCC,,1265.0,2173.0,,175.9990498,14.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5110264562234135
489,Hf0.25 Ti1 V0.5 Zr0.5,CAST,C,25.0,,6.5,BCC,338.3,1160.0,,,100.0,50.0,,10.1007/s40195-019-00921-3,,0.4686092404894543
378,Co1 Cr1 Fe1 Mo0.2 Ni1,CAST,T,25.0,,8.3,FCC,,400.0,780.0,,232.0,53.0,,10.3390/e21050448,,0.16158939327222563
288,Co0.25 Cr1 Ni1,WROUGHT,T,25.0,,8.1,FCC,,462.0,703.0,240.0,238.0,46.0,,10.1016/j.actamat.2019.04.017,,0.18663574922942058
418,Co1 Ni1 V1,WROUGHT,T,25.0,,7.8,,,991.0,1359.0,,,38.0,,10.1002/adma.201807142,,0.400337721831939
674,Mo0.7 Nb1 Ti1 V1 Zr1,ANNEAL,C,25.0,,6.9,BCC,,1706.0,,,130.0,,32.0,10.1016/j.matdes.2015.06.072,,0.6891787623060422
391,Co1 Cr1 Fe1 Ni1,WROUGHT,T,-196.0,,8.2,FCC,,590.0,1070.0,204.0,226.0,105.0,,10.1007/s40843-018-9373-y,,0.2383443550765328
592,Hf1 Nb1 Ta1 Ti1 Zr1,CAST,T,25.0,,9.9,BCC,,803.0,810.0,,107.0,50.0,,10.1016/j.msea.2015.12.017,,0.3243907069939929
498,Hf0.5 Mo0.5 Nb1 Ti1 Zr1,CAST,C,25.0,,7.9,BCC,,1176.0,1538.0,,,,25.0,10.1016/j.intermet.2015.09.011,,0.4750728162203433
138,Al1 Co1 Cr1 Fe1 Mo0.1 Ni1,CAST,C,25.0,,6.8,BCC,,1804.0,2280.0,,188.0,,9.0,10.1016/j.msea.2010.07.028,,0.7287681636577376
62,Al0.3 Nb1 Ta0.8 Ti1.4 V0.2 Zr1.3,,,25.0,7.7,7.706514339,BCC,,1965.0,,,107.1964186,5.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.7938078944498084
471,Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.1,FCC,,407.0,536.0,182.0,203.0,27.0,,10.1016/j.actamat.2019.04.017,,0.16441720765448956
647,Hf1 Nb1 Ta1 Ti1 Zr1,,,800.0,9.9,9.893530612,BCC,,535.0,,,106.9115089,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.21612581350160176
128,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,CAST,C,25.0,,6.3,BCC,,1620.0,,,156.0,,,10.1007/s11661-005-0218-9,,0.6544370427525138
846,Mo1.5 Nb1 Ti1 V0.3,CAST,C,25.0,7.5,7.886366337,BCC,,1576.0,,,192.4468398,8.0,8.0,,Prof.Yeh-RHEA,0.6366622094925689
520,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,C,-153.0,,8.4,BCC,,1370.0,,,100.0,,,10.1016/j.msea.2017.10.073,,0.5534436719573728
64,Al0.3 Nb1 Ta0.8 Ti1.4 V0.2 Zr1.3,,,1000.0,7.7,7.706514339,BCC,,166.0,,,107.1964186,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.06705959820797364
14,Al0.20 Co1 Cr1 Fe1 Mn1 Ni1,,T,25.0,7.7,7.739021059,FCC,171.0,220.0,,,211.7652315,56.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.0888741662997241
156,Al1 Cr0.5 Nb1 Ti1 V1,ANNEAL,C,1000.0,,5.6,BCC,,40.0,80.0,,119.0,,,10.1016/j.jallcom.2015.08.224,,0.016158939327222562
40,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,ANNEAL,T,900.0,,7.4,FCC,,243.0,319.0,,185.0,6.0,,10.3390/e21020169,,0.09816555641287707
492,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,CAST,C,60.0,,10.4,BCC,,795.0,,,122.0,,,10.1080/14786435.2015.1028506,,0.32115891912854844
379,Co1 Cr1 Fe1 Ni1,CAST,C,25.0,,8.2,FCC,168.9,163.0,,,226.0,83.0,,10.1016/j.intermet.2019.106550,,0.06584767775843194
187,Al1 Mo1 Nb1 Ti1,ANNEAL,C,800.0,,6.5,BCC,,500.0,,,151.0,,,10.1007/s11661-017-4386-1,,0.20198674159028202
763,Mo1 Nb1 Ta1 V1 W1,,,1400.0,12.4,12.37616704,BCC,,656.0,,,229.2405322,40.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.26500660496645
216,Al1 Co1 Cr1 Fe1 Ni1,,C,25.0,6.7,6.717648579,BCC,,1251.0,2004.0,,184.2786056,33.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5053708274588856
52,Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,CAST,T,650.0,,7.2,,,400.0,468.0,,,6.3,,10.1016/j.scriptamat.2016.04.014,,0.16158939327222563
337,Co1 Cr1 Fe1 Mn1 Ni1,CAST,T,25.0,,8.0,FCC,,210.0,,,220.0,57.0,,10.1016/j.msea.2019.04.025,,0.08483443146791846
748,Mo2 Nb1 Ti1 V1 Zr1,CAST,C,25.0,7.6,7.588602845,BCC,,1765.0,,,168.7989452,12.0,12.0,,Prof.Yeh-RHEA,0.7130131978136955
719,Mo1 Nb1 Ta1 Ti1 W1,CAST,C,1200.0,11.72,11.8,BCC,,586.0,,,222.0,,,10.1016/j.actamat.2019.06.032,,0.23672846114381055
724,Mo1 Nb1 Ta1 V1 W1,CAST,C,800.0,,12.4,BCC,,846.0,,,229.0,19.0,,10.1016/j.intermet.2011.01.004,,0.3417615667707572
295,Co0.286 Cr0.429 Fe1 Mn0.143 Ni0.714 V0.286,WROUGHT,T,25.0,,7.9,FCC,,210.0,593.0,,208.0,52.0,,10.1016/j.msea.2018.12.077,,0.08483443146791846
701,Mo1 Nb1 Ta1 Ti1,ANNEAL,C,1000.0,,10.0,BCC,,539.0,,,179.0,,,10.1016/j.actamat.2019.06.006,,0.21774170743432403
251,Al1 Cr1 Mo1 Nb1 Ti1,,,800.0,6.6,6.565952966,BCC,,860.0,,,170.0203827,2.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.3474171955352851
726,Mo1 Nb1 Ta1 V1 W1,CAST,C,1200.0,,12.4,BCC,,735.0,,,229.0,40.0,,10.1016/j.intermet.2011.01.004,,0.2969205101377146
461,Cr1 Mo1 Nb1 Ti1,ANNEAL,C,400.0,,7.6,BCC,,1115.0,,,196.0,,,10.1016/j.actamat.2019.06.006,,0.4504304337463289
455,Cr0.5 Fe0.5 Ni1 Ti0.15,WROUGHT,T,25.0,,7.8,FCC,335.0,672.0,982.0,,212.0,37.0,,10.1016/j.msea.2019.138181,,0.271470180697339
865,Mo1 Nb1 Ta1 Ti0.25 W1,,C,25.0,,13.09564737,BCC,478.3,1109.0,1197.0,,241.768928,2.5,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.44800659284724553
269,Al1 Nb1.5 Ta0.5 Ti1.5 Zr0.5,,C,25.0,6.8,6.848966848,BCC,408.0,1280.0,1367.0,,105.1027635,4.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.517086058471122
201,Al1 Nb1 Ti1 V1,ANNEAL,C,1000.0,,5.5,BCC,,110.0,,,104.0,,,10.1016/j.jallcom.2015.08.224,,0.04443708314986205
161,Al1 Cr1 Mo1 Nb1 Ti1,CAST,C,800.0,,6.6,BCC,,860.0,1000.0,,170.0,2.0,,10.1016/j.jallcom.2015.11.050,,0.3474171955352851
555,Hf1 Mo1 Nb1 Ta1 Zr1,CAST,C,25.0,,10.9,BCC,,1524.0,,,141.0,16.0,,10.3390/e21010015,,0.6156555883671796
729,Mo1 Nb1 Ta1 W1,CAST,C,25.0,,13.7,BCC,,996.0,1148.0,,250.0,2.0,,10.1016/j.msea.2017.12.004,,0.4023575892478418
401,Co1 Cr1 Ni1,WROUGHT,T,25.0,,8.3,FCC,468.0,1100.0,,,,,,10.1016/j.actamat.2018.12.015,,0.44437083149862044
702,Mo1 Nb1 Ta1 Ti1 V1,CAST,C,25.0,,9.4,BCC,,1400.0,2450.0,,171.0,,,10.1016/j.jallcom.2016.11.188,,0.5655628764527897
476,Fe1 Ni1,,C,25.0,8.375,8.372690058,FCC,,185.0,,,205.7010234,35.8,,,Prof.Yeh-3dtransitional,0.07473509438840435
771,Mo1 Nb1 Ta1 W1,,,1200.0,13.8,13.65986331,BCC,,506.0,,,250.0231927,40.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.20441058248936542
105,Al0.5 Mo1 Nb1 Ti1 V1,CAST,C,25.0,,6.8,BCC,487.0,1625.0,1800.0,,156.0,11.0,,10.3390/e16020870,,0.6564569101684166
565,Hf1 Mo1 Nb1 Ti1 Zr1,ANNEAL,C,800.0,,8.7,BCC,,825.0,1095.0,,128.0,,,10.1016/j.matdes.2015.05.019,,0.33327812362396536
389,Co1 Cr1 Fe1 Ni1,WROUGHT,T,20.0,,8.2,FCC,,446.0,664.0,189.0,226.0,65.0,,10.1007/s40843-018-9373-y,,0.18017217349853157
1,Al0.108 Co0.514 Cr0.514 Cu0.108 Fe0.514 Ni1,WROUGHT,T,25.0,,8.0,FCC,,719.0,1048.0,,209.0,30.0,,10.1016/j.msea.2017.04.111,,0.2904569344068256
813,Nb1 Ta1 Ti1 W1,ANNEAL,C,200.0,,12.1,BCC,,869.0,,,198.0,,,10.1016/j.actamat.2019.06.006,,0.35105295688391014
561,Hf1 Mo1 Nb1 Ti1 Zr1,CAST,C,800.0,,8.7,BCC,,829.0,,,128.0,50.0,,10.3390/e21010015,,0.3348940175566876
80,Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,,T,-70.0,,7.0,,,580.0,1034.0,,,4.0,,10.1016/j.actamat.2016.11.016,,0.23430462024472715
205,Al22.5 Cu20 Fe15 Ni20 Ti22.5,,C,25.0,5.9,5.879319466,FCC,516.0,980.0,1326.0,140.0,131.1704646,7.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.39589401351695275
34,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,ANNEAL,T,800.0,,7.4,FCC,,445.0,536.0,,,20.0,,10.3390/e21020169,,0.17976820001535102
775,Mo1 Nb1 Ta1 W1,CAST,C,25.0,13.8,13.65986331,BCC,454.0,1058.0,,,250.0231927,2.1,2.1,,Prof.Yeh-RHEA,0.4274039452050368
508,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,C,-153.0,,8.4,BCC,,1640.0,,,100.0,,,10.1016/j.msea.2017.10.073,,0.6625165124161251
427,Co1 Cr1 Cu1 Fe1 Ni1 Ti1,,C,25.0,7.4,7.431738253,FCC,,1272.0,1272.0,191.0,184.9488198,2.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5138542706056775
454,Co1 Mn1 Ni1,,T,25.0,8.4,8.372859777,FCC,,231.0,653.0,,202.1994178,38.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.09331787461471029
366,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,290.65,619.0,,,,,10.1007/s11661-019-05231-y,,0.11741489288643094
91,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,CAST,C,1100.0,,7.6,FCC,,80.0,,,185.0,,,10.1007/s11661-005-0218-9,,0.032317878654445124
339,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,1300.0,,,220.0,0.7,,10.1016/j.msea.2019.04.025,,0.5251655281347333
564,Hf1 Mo1 Nb1 Ti1 Zr1,ANNEAL,C,25.0,,8.7,BCC,,1575.0,1640.0,,128.0,10.0,,10.1016/j.matdes.2015.05.019,,0.6362582360093884
345,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,378.7,700.0,,220.0,57.5,,10.1016/j.msea.2019.01.050,,0.1529847580804796
776,Mo1 Nb1 Ti1 V1,,C,25.0,7.3,7.343754914,BCC,441.0,1200.0,,,166.5144243,26.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.48476817981667686
241,Al1 Cr0.5 Nb1 Ti1 V1,,C,25.0,5.6,5.637471918,BCC,,1300.0,1430.0,,118.5332335,1.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5251655281347333
13,Al0.1 Co1 Cr1 Fe1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,356.0,,,220.0,42.4,,10.1016/j.actamat.2018.12.012,,0.1438145600122808
315,Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,CAST,T,25.0,,8.6,FCC,,350.0,720.0,,234.0,21.9,,10.1016/j.scriptamat.2017.05.019,,0.14139071911319742
